experiment_id,work,dataset,setting,method,metric,value,std,source_file,source_table_or_figure,verified,status,notes
EXP-FSM-MAIN-DIST-076,FedSubMerge,PathMNIST alpha=0.1,FOT,BWT,-16.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-077,FedSubMerge,Hyper-Kvasir alpha=0.3,FOT,ACC,70.03,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-078,FedSubMerge,Hyper-Kvasir alpha=0.3,FOT,BWT,-11.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-079,FedSubMerge,Hyper-Kvasir alpha=0.1,FOT,ACC,74.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-080,FedSubMerge,Hyper-Kvasir alpha=0.1,FOT,BWT,-15.47,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-081,FedSubMerge,PathMNIST alpha=0.3,Re-Fed,ACC,87.13,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-082,FedSubMerge,PathMNIST alpha=0.3,Re-Fed,BWT,-5.31,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-083,FedSubMerge,PathMNIST alpha=0.1,Re-Fed,ACC,80.72,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-084,FedSubMerge,PathMNIST alpha=0.1,Re-Fed,BWT,-15.41,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-085,FedSubMerge,Hyper-Kvasir alpha=0.3,Re-Fed,ACC,73.96,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-086,FedSubMerge,Hyper-Kvasir alpha=0.3,Re-Fed,BWT,-13.11,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-087,FedSubMerge,Hyper-Kvasir alpha=0.1,Re-Fed,ACC,73.79,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-088,FedSubMerge,Hyper-Kvasir alpha=0.1,Re-Fed,BWT,-12.88,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-089,FedSubMerge,PathMNIST alpha=0.3,DDDR,ACC,88.93,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-090,FedSubMerge,PathMNIST alpha=0.3,DDDR,BWT,-4.01,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-091,FedSubMerge,PathMNIST alpha=0.1,DDDR,ACC,77.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-092,FedSubMerge,PathMNIST alpha=0.1,DDDR,BWT,-14.87,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-093,FedSubMerge,Hyper-Kvasir alpha=0.3,DDDR,ACC,75.27,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-094,FedSubMerge,Hyper-Kvasir alpha=0.3,DDDR,BWT,-12.15,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-095,FedSubMerge,Hyper-Kvasir alpha=0.1,DDDR,ACC,77.24,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-096,FedSubMerge,Hyper-Kvasir alpha=0.1,DDDR,BWT,-10.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-097,FedSubMerge,PathMNIST alpha=0.3,FedSubMerge,ACC,90.97,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-098,FedSubMerge,PathMNIST alpha=0.3,FedSubMerge,BWT,-0.86,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-099,FedSubMerge,PathMNIST alpha=0.1,FedSubMerge,ACC,77.50,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-100,FedSubMerge,PathMNIST alpha=0.1,FedSubMerge,BWT,-14.30,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-101,FedSubMerge,Hyper-Kvasir alpha=0.3,FedSubMerge,ACC,78.64,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-102,FedSubMerge,Hyper-Kvasir alpha=0.3,FedSubMerge,BWT,-6.55,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-103,FedSubMerge,Hyper-Kvasir alpha=0.1,FedSubMerge,ACC,76.64,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-104,FedSubMerge,Hyper-Kvasir alpha=0.1,FedSubMerge,BWT,-10.55,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-105,FedSubMerge,PathMNIST alpha=0.3,FedSubMerge-AD,ACC,93.42,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-106,FedSubMerge,PathMNIST alpha=0.3,FedSubMerge-AD,BWT,-3.37,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-107,FedSubMerge,PathMNIST alpha=0.1,FedSubMerge-AD,ACC,79.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-108,FedSubMerge,PathMNIST alpha=0.1,FedSubMerge-AD,BWT,-16.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-109,FedSubMerge,Hyper-Kvasir alpha=0.3,FedSubMerge-AD,ACC,78.12,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-110,FedSubMerge,Hyper-Kvasir alpha=0.3,FedSubMerge-AD,BWT,-10.95,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-111,FedSubMerge,Hyper-Kvasir alpha=0.1,FedSubMerge-AD,ACC,76.16,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-DIST-112,FedSubMerge,Hyper-Kvasir alpha=0.1,FedSubMerge-AD,BWT,-13.05,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-DIST,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-001,FedSubMerge,OrganAMNIST quantity skew,FedAvg,ACC,40.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-002,FedSubMerge,OrganAMNIST quantity skew,FedAvg,BWT,-45.74,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-003,FedSubMerge,Hyper-Kvasir quantity skew,FedAvg,ACC,48.15,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-004,FedSubMerge,Hyper-Kvasir quantity skew,FedAvg,BWT,-35.66,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-005,FedSubMerge,skin-lesion feature skew,FedAvg,ACC,64.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-006,FedSubMerge,skin-lesion feature skew,FedAvg,BWT,-20.63,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-007,FedSubMerge,OrganAMNIST quantity skew,FedProx,ACC,41.33,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-008,FedSubMerge,OrganAMNIST quantity skew,FedProx,BWT,-43.39,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-009,FedSubMerge,Hyper-Kvasir quantity skew,FedProx,ACC,46.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-010,FedSubMerge,Hyper-Kvasir quantity skew,FedProx,BWT,-38.40,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-011,FedSubMerge,skin-lesion feature skew,FedProx,ACC,67.90,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-012,FedSubMerge,skin-lesion feature skew,FedProx,BWT,-17.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-013,FedSubMerge,OrganAMNIST quantity skew,SCAFFOLD,ACC,46.29,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-014,FedSubMerge,OrganAMNIST quantity skew,SCAFFOLD,BWT,-36.21,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-015,FedSubMerge,Hyper-Kvasir quantity skew,SCAFFOLD,ACC,51.14,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-016,FedSubMerge,Hyper-Kvasir quantity skew,SCAFFOLD,BWT,-30.84,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-017,FedSubMerge,skin-lesion feature skew,SCAFFOLD,ACC,72.33,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-018,FedSubMerge,skin-lesion feature skew,SCAFFOLD,BWT,-14.82,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-019,FedSubMerge,OrganAMNIST quantity skew,Fed-EWC,ACC,52.59,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-020,FedSubMerge,OrganAMNIST quantity skew,Fed-EWC,BWT,-31.37,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-021,FedSubMerge,Hyper-Kvasir quantity skew,Fed-EWC,ACC,53.15,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-022,FedSubMerge,Hyper-Kvasir quantity skew,Fed-EWC,BWT,-28.71,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-023,FedSubMerge,skin-lesion feature skew,Fed-EWC,ACC,73.18,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-024,FedSubMerge,skin-lesion feature skew,Fed-EWC,BWT,-14.65,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-025,FedSubMerge,OrganAMNIST quantity skew,Fed-SI,ACC,48.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-026,FedSubMerge,OrganAMNIST quantity skew,Fed-SI,BWT,-32.23,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-027,FedSubMerge,Hyper-Kvasir quantity skew,Fed-SI,ACC,45.08,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-028,FedSubMerge,Hyper-Kvasir quantity skew,Fed-SI,BWT,-30.54,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-029,FedSubMerge,skin-lesion feature skew,Fed-SI,ACC,77.72,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-030,FedSubMerge,skin-lesion feature skew,Fed-SI,BWT,-15.13,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-031,FedSubMerge,OrganAMNIST quantity skew,Fed-GPM,ACC,61.20,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-032,FedSubMerge,OrganAMNIST quantity skew,Fed-GPM,BWT,-22.45,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-033,FedSubMerge,Hyper-Kvasir quantity skew,Fed-GPM,ACC,61.52,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-034,FedSubMerge,Hyper-Kvasir quantity skew,Fed-GPM,BWT,-19.21,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-035,FedSubMerge,skin-lesion feature skew,Fed-GPM,ACC,82.76,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-036,FedSubMerge,skin-lesion feature skew,Fed-GPM,BWT,-8.41,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-037,FedSubMerge,OrganAMNIST quantity skew,Fed-DER,ACC,62.57,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-038,FedSubMerge,OrganAMNIST quantity skew,Fed-DER,BWT,-18.66,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-039,FedSubMerge,Hyper-Kvasir quantity skew,Fed-DER,ACC,61.18,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-040,FedSubMerge,Hyper-Kvasir quantity skew,Fed-DER,BWT,-18.85,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-041,FedSubMerge,skin-lesion feature skew,Fed-DER,ACC,78.86,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-042,FedSubMerge,skin-lesion feature skew,Fed-DER,BWT,-12.35,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-043,FedSubMerge,OrganAMNIST quantity skew,GLFC,ACC,64.10,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
EXP-FSM-MAIN-OTHER-044,FedSubMerge,OrganAMNIST quantity skew,GLFC,BWT,-17.50,,sources/fedsubmerge/ Subspace Merging for Replay-Free Federated Continual Medical Image Classification 720/FedSubMerge_final.tex,Approved Chapter 4 EXP-FSM-MAIN-OTHER,yes,drafted_pending_review,percentage points unless metric is communication overhead,
